metrics,intra_1_icc,intra_1_ub,intra_1_lb,intra_2_icc,intra_2_ub,intra_2_lb,inter_icc,inter_ub,inter_lb
lower_face,0.8736826600082027,0.9681149915799772,0.5236389033228682,0.9250317514951378,0.9811897410543768,0.7105995768272637,0.4911365070517536,0.8726610153267876,-0.1016545663642568
max_st,0.8312878942581952,0.9586018853171291,0.28560790862616525,0.9270369006812844,0.9815779540470716,0.7250806092939045,0.723007803778981,0.9422552193126561,-0.2738521841693445
mand_st,0.7709725363946219,0.9429430300694517,0.09074642581371405,0.6614328461694314,0.9168755920903547,-0.4286271309810131,0.49751468920665104,0.8644512536024962,-0.4491522518721893
l_lip,0.3994732130396404,0.8394761010642405,-0.8777535293585113,0.7053412089404358,0.9243003181903112,-0.045898026188725474,0.2320402126660115,0.8158169662621886,-2.6076037776469794
u_lip,0.9150067151034799,0.9787437046937693,0.6675949580188759,0.9770854697997577,0.9942777719645322,0.9097338792423413,0.43839939544944345,0.8478017385589077,-0.16061662908255359
