metric,auto_mu,auto_sd,man_mu,man_sd,p_val
u_lip,30.236879660120508,5.389293934236613,32.864864170759986,14.531898381735882,0.2602132219135222
l_lip,21.125529845527232,2.762142519483748,20.835202370471368,5.678500067141091,0.7587674415424259
mand_st,68.0036664962343,3.678247953095996,67.7770866101856,3.432376947334285,0.7632790421772782
max_st,30.306820289916825,1.8990346012620398,30.431015491395303,3.2998640841128504,0.8274213332384677
lower_face,58.20919138386873,1.656105102373042,52.72923544627232,3.775596587650457,1.3037254056709583e-12
